artist,song,name,sentence,upos,xpos,dep_rel,earliest,highestRank,year,posCorrection,NaP,last,compound
R. Kelly,When A Woman's Fed Up,Tyrone,Now I'm at this telephone booth calling Tyrone,PROPN,NNP,obj,10586,22,1998,,,,
R. Kelly,You Remind Me Of Something,Baby,"Baby, you know I want you real bad",ADV,RB,advmod,9452,4,1995,PROPN,,,
R. Kelly,Your Body's Callin,Baby,Baby no more stallin',ADP,IN,case,8899,13,1994,PROPN,,,
R. Kelly,Your Body's Callin,Baby,Baby your wish is my deal oh yes it is baby,ADP,IN,advmod,8899,13,1994,PROPN,,,
R. Kelly Featuring 2 Chainz,My Story,Benjamin,"Whoa, big face Benjamin's",PROPN,NNP,parataxis,16067,89,2013,,,,
R. Kelly Featuring 2 Chainz,My Story,Jesus,Showed her the Jesus piece now she got the Holy Ghost,PROPN,NNP,compound,16067,89,2013,,,,
R. Kelly Featuring Jay-Z,Fiesta,Floyd,Floyd getchu higher than that ecstasy,VERB,VBD,root,11412,6,2001,PROPN,,,
R. Kelly Featuring Jay-Z,Fiesta,Heaven,"I'm like Heaven, everybody wanna get to me",PROPN,NNP,root,11412,6,2001,,place,,
R. Kelly Featuring Jay-Z,Fiesta,Kelly,"Gotcha man sayin' \Kelly have you seen her?\""""",PROPN,NNP,obj,11412,6,2001,,,,
R. Kelly Featuring Jay-Z,Fiesta,Kelly,"Gotcha man sayin' \Kelly have you seen her?\""""",PROPN,NNP,obj,11412,6,2001,,,,
R. Kelly Featuring Jay-Z,Fiesta,Kelly,"Not only Kelly and Gotti, it's Boo and Hova",PROPN,NNP,root,11412,6,2001,,,,
R. Kelly Featuring Jay-Z,Fiesta,Kelly,"You see V-I-P me, Kelly, Gotti, and Hov'",PROPN,NNP,conj,11412,6,2001,,,,
R. Kelly Featuring Jay-Z,Fiesta,Kisha,Got Kisha yellin' from that up and down sizzle,PROPN,NNP,obj,11412,6,2001,,,,
R. Kelly Featuring Jay-Z,Fiesta,Tasha,"I met a broad named Tasha, in the 'burbs",PROPN,NNP,xcomp,11412,6,2001,,,,
R. Kelly Featuring Keri Hilson,Number One,Baby,"Baby, you the champ of all that goes down",PROPN,NNP,root,14499,59,2009,,,,
R. Kelly Featuring Keri Hilson,Number One,Keri,"Sex that we're having here girl, oh, Keri",PROPN,NNP,appos,14499,59,2009,,,,
R. Kelly Featuring Keri Hilson,Number One,Keri,You know Kells and Keri hook up like that,PROPN,NNP,conj,14499,59,2009,,,,
R.E.M.,Drive,Ollie,"Ollie, Ollie",PROPN,NNP,root,8339,28,1992,,,,
R.E.M.,Drive,Ollie,"Ollie, Ollie",PROPN,NNP,root,8339,28,1992,,,,
R.E.M.,Drive,Ollie,"Ollie, Ollie, Ollie",PROPN,NNP,root,8339,28,1992,,,,
R.E.M.,Drive,Ollie,"Ollie, Ollie, Ollie",PROPN,NNP,root,8339,28,1992,,,,
R.E.M.,Drive,Ollie,"Ollie, Ollie, Ollie",PROPN,NNP,root,8339,28,1992,,,,
R.E.M.,Drive,Ollie,"Ollie, ollie, in come free, baby",PROPN,NNP,vocative,8339,28,1992,,,,
R.E.M.,Drive,Ollie,"Ollie, Ollie, in come free, baby",PROPN,NNP,vocative,8339,28,1992,,,,
R.E.M.,It's The End Of The World As We Know It (And I Feel Fine),Bruce,And Lenny Bruce is not afraid,PROPN,NNP,nsubj,6603,69,1988,,,TRUE,
R.E.M.,It's The End Of The World As We Know It (And I Feel Fine),Bruce,"Leonid Brezhnev, Lenny Bruce and Lester Bangs",PROPN,NNP,flat,6603,69,1988,,,TRUE,
R.E.M.,It's The End Of The World As We Know It (And I Feel Fine),Lenny,And Lenny Bruce is not afraid,PROPN,NNP,compound,6603,69,1988,,,,
R.E.M.,It's The End Of The World As We Know It (And I Feel Fine),Lenny,"Leonid Brezhnev, Lenny Bruce and Lester Bangs",PROPN,NNP,conj,6603,69,1988,,,,
R.E.M.,It's The End Of The World As We Know It (And I Feel Fine),Leonard,"Mountains sit in a line, Leonard Bernstein",PROPN,NNP,appos,6603,69,1988,,,,
R.E.M.,It's The End Of The World As We Know It (And I Feel Fine),Lester,"Leonid Brezhnev, Lenny Bruce and Lester Bangs",PROPN,NNP,conj,6603,69,1988,,,,
R.E.M.,Man On The Moon,Andy,Andy Kaufman in the wrestling match,PROPN,NNP,root,8437,30,1993,,,,
R.E.M.,Man On The Moon,Andy,Andy did you hear about this one?,PRON,NN,obj,8437,30,1993,PROPN,,,
R.E.M.,Man On The Moon,Andy,"Andy are you goofing on Elvis, hey, baby?",PRON,NN,nsubj,8437,30,1993,PROPN,,,
R.E.M.,Man On The Moon,Andy,Now Andy did you hear about this one,ADV,RB,advmod,8437,30,1993,PROPN,,,
R.E.M.,Man On The Moon,Andy,"Andy are you goofing on Elvis, hey, baby?",PRON,NN,nsubj,8437,30,1993,PROPN,,,
R.E.M.,Man On The Moon,Andy,Mister Andy Kaufman's gone wrestling,PROPN,NNP,flat,8437,30,1993,,,,
R.E.M.,Man On The Moon,Andy,Now Andy did you hear about this one?,ADV,RB,advmod,8437,30,1993,PROPN,,,
R.E.M.,Man On The Moon,Andy,"Hey Andy are you goofing on Elvis, hey baby, are we losing touch?",PROPN,NNP,vocative,8437,30,1993,,,,
R.E.M.,Man On The Moon,Charles,Mister Charles Darwin had the gall to ask,PROPN,NNP,flat,8437,30,1993,,,,
R.E.M.,Man On The Moon,Darwin,Mister Charles Darwin had the gall to ask,PROPN,NNP,flat,8437,30,1993,,,TRUE,
R.E.M.,Man On The Moon,Elvis,"Andy are you goofing on Elvis, hey, baby?",PROPN,NNP,obl,8437,30,1993,,,,
R.E.M.,Man On The Moon,Elvis,"Andy are you goofing on Elvis, hey, baby?",PROPN,NNP,obl,8437,30,1993,,,,
R.E.M.,Man On The Moon,Elvis,"Hey Andy are you goofing on Elvis, hey baby, are we losing touch?",PROPN,NNP,obl,8437,30,1993,,,,
R.E.M.,Man On The Moon,Fred,Mister Fred Blassie in a breakfast mess,PROPN,NNP,flat,8437,30,1993,,,,
R.E.M.,Man On The Moon,Moses,Moses went walking with the staff of wood,NOUN,NNS,nsubj,8437,30,1993,PROPN,,,
R.E.M.,Man On The Moon,Newton,Newton got beaned by the apple good,PROPN,NNP,nsubj,8437,30,1993,,,,
R.E.M.,Man On The Moon,Peter,Here's a truck stop instead of Saint Peter's,PROPN,NNP,conj,8437,30,1993,,,,
R.E.M.,"What's The Frequency, Kenneth?",Kenneth,"\What's the frequency Kenneth?\"" is your Benzedrine",PROPN,"uh-huh""",PROPN,9032,21,1994,,,,
R.E.M.,"What's The Frequency, Kenneth?",Kenneth,"\What's the frequency Kenneth?\"" is your Benzedrine",PROPN,"uh-huh""",PROPN,9032,21,1994,,,,
R.E.M.,"What's The Frequency, Kenneth?",Richard,"Richard said, \Withdrawal in disgust is not the same as apathy\""""",PROPN,NNP,nsubj,9032,21,1994,,,,
"R.L., Snoop Dogg & Lil' Kim",Do U Wanna Roll (Dolittle Theme),Cali,Take trips to Cali strictly for the sticky,PROPN,NNP,obl,11601,84,2001,,state,,
"R.L., Snoop Dogg & Lil' Kim",Do U Wanna Roll (Dolittle Theme),Queen,R.L. an the Queen Bee,PROPN,NNP,compound,11601,84,2001,remove,,,
"R.L., Snoop Dogg & Lil' Kim",Do U Wanna Roll (Dolittle Theme),Rollin,Rollin' 'round my hood right now,VERB,VB,root,11601,84,2001,,,,
Rae Sremmurd,Come Get Her,Baby,"Baby girl, if you fuck with me then we gettin' bands",ADJ,JJ,amod,16711,56,2015,,,,
Rae Sremmurd,Come Get Her,Baby,"Baby girl, what they think that we're doin'?",ADJ,JJ,amod,16711,56,2015,,,,
Rae Sremmurd,Come Get Her,Don,"Hennessy or Don Q, that's a very hard choice",PROPN,NNP,conj,16711,56,2015,,drink,,
Rae Sremmurd,Look Alive,Jackson,Michael Jackson moonwalkin',PROPN,NNP,flat,17047,72,2016,,,TRUE,
Rae Sremmurd,Look Alive,Michael,Michael Jackson moonwalkin',PROPN,NNP,root,17047,72,2016,,,,
Rae Sremmurd,No Flex Zone,Dee,Dee five chains on,VERB,VB,root,16305,36,2014,PROPN,,TRUE,
Rae Sremmurd,No Flex Zone,Lee,"Swae Lee, Lee Swae, it's the same difference",PROPN,NNP,flat,16305,36,2014,,,TRUE,
Rae Sremmurd,No Flex Zone,Lee,"Swae Lee, Lee Swae, it's the same difference",PROPN,NNP,compound,16305,36,2014,,,,
Rae Sremmurd,No Type,Jordan,Bitch I ball like Jordan and I play full court,PROPN,NNP,obl,16354,16,2014,,,,
Rae Sremmurd,No Type,Kim,Wanna be Kim Kardashian,PROPN,NNP,parataxis,16354,16,2014,,,,
Rae Sremmurd,Swang,Cash,"Cash in the air, yeah, what goes up gotta come down",PROPN,NNP,root,17173,33,2017,remove,,,
Rae Sremmurd,Swang,Cash,"Cash in the air, yeah, what goes up gotta come down",PROPN,NNP,root,17173,33,2017,remove,,,
Rae Sremmurd,This Could Be Us,Mercedes,No keys to crank this Mercedes,PROPN,NNPS,flat,16613,49,2015,,car,,
Rae Sremmurd,This Could Be Us,Pat,"Learned from Project Pat, pimpin', got a masters",PROPN,NNP,obl,16613,49,2015,,,,
Rae Sremmurd,This Could Be Us,Tracy,I ball like Tracy McGrady,PROPN,NNP,compound,16613,49,2015,,,,
Rae Sremmurd Featuring Gucci Mane,Black Beatles,John,Rockin John Lennon lenses like to see 'em spread eagle,PROPN,NNP,compound,17075,1,2016,,,,
Rae Sremmurd Featuring Gucci Mane,Black Beatles,Lennon,Rockin John Lennon lenses like to see 'em spread eagle,PROPN,NNP,flat,17075,1,2016,,,TRUE,
Rae Sremmurd Featuring Gucci Mane,Black Beatles,Mike,"Rae Sremm, Guwop, Mike WiLL!",PROPN,NNP,appos,17075,1,2016,,,,
Rae Sremmurd Featuring Gucci Mane,Black Beatles,Paul,"Black Beatle, bitch, me and Paul McCartney related",PROPN,NNP,conj,17075,1,2016,,,,
Rae Sremmurd Featuring Gucci Mane,Black Beatles,Rae,"Rae Sremm, Guwop, Mike WiLL!",PROPN,NNP,root,17075,1,2016,,,,
Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo,Baby,Baby don't use dirty dishes or else you might whip up a burr!,ADV,RB,advmod,16452,30,2015,PROPN,,,
Rae Sremmurd Featuring Nicki Minaj & Young Thug,Throw Sum Mo,Nicki,"Somethin' like Nicki's, dancin' like Maliah",PROPN,NNP,nmod:poss,16452,30,2015,,,,
Raheem DeVaughn,Woman,Baby,Baby's mommas mommas mommas,PROPN,NNP,nmod:poss,13953,96,2008,,,,
Rainbow,Since You Been Gone,Baby,"Baby, you know you'll never do wrong",ADV,RB,advmod,3607,57,1979,PROPN,,,
Rainbow,Street Of Dreams,Will,Will we ever meet again my friend,AUX,MD,aux,5056,60,1983,,,,
Ralph Tresvant,Sensitivity,Baby,Baby and I'm the man,PROPN,NNP,root,7611,4,1990,,,,
Ralph Tresvant,Sensitivity,Baby,Baby like I do baby,ADV,RB,advmod,7611,4,1990,PROPN,,,
Ralph Tresvant,Sensitivity,Baby,Baby I got what you need,ADV,RB,advmod,7611,4,1990,PROPN,,,
Ram Jam,Black Betty,Betty,"Whoa, Black Betty",PROPN,NNP,appos,2718,18,1977,,,,
Ram Jam,Black Betty,Betty,"Whoa, Black Betty",PROPN,NNP,appos,2718,18,1977,,,,
Ram Jam,Black Betty,Betty,Black Betty had a child,PROPN,NNP,flat,2718,18,1977,,,,
Ram Jam,Black Betty,Betty,"I said \Oh Black Betty\""""",PROPN,PROPN,NNP,2718,18,1977,,,,
Ram Jam,Black Betty,Betty,"Whoa, Black Betty",PROPN,NNP,appos,2718,18,1977,,,,
Ram Jam,Black Betty,Betty,"Oh, Black Betty",PROPN,NNP,root,2718,18,1977,,,,
Ram Jam,Black Betty,Betty,"Whoa, Black Betty",PROPN,NNP,appos,2718,18,1977,,,,
Ram Jam,Black Betty,Betty,"Whoa, Black Betty",PROPN,NNP,appos,2718,18,1977,,,,
Ram Jam,Black Betty,Betty,"Whoa, Black Betty",PROPN,NNP,appos,2718,18,1977,,,,
Ram Jam,Black Betty,Betty,"Whoa, Black Betty",PROPN,NNP,appos,2718,18,1977,,,,
Ram Jam,Black Betty,Betty,"Whoa, Black Betty",PROPN,NNP,appos,2718,18,1977,,,,
Ram Jam,Black Betty,Betty,"Whoa, Black Betty",PROPN,NNP,appos,2718,18,1977,,,,
Ram Jam,Black Betty,Betty,"Whoa, Black Betty",PROPN,NNP,appos,2718,18,1977,,,,
Rampage Featuring Billy Lawrence,Take It To The Streets,Charlie,I hear Charlie,PROPN,NNP,flat,10061,34,1997,,,,
Rampage Featuring Billy Lawrence,Take It To The Streets,Cristal,"Drinkin Don P and Cristal, yo that's the spoke file",PROPN,NNP,conj,10061,34,1997,,drink,,
Rampage Featuring Billy Lawrence,Take It To The Streets,Don,"Drinkin Don P and Cristal, yo that's the spoke file",PROPN,NNP,obl,10061,34,1997,,drink,,
Rampage Featuring Billy Lawrence,Take It To The Streets,Earl,"Ramp's in, call me Earl, uh",PROPN,NNP,xcomp,10061,34,1997,,,,
Rampage Featuring Billy Lawrence,Take It To The Streets,Jada,"Sweet potato, kid crusader, I want a shorty like Jada",PROPN,NNP,nmod,10061,34,1997,,,,
Randy Houser,Goodnight Kiss,Baby,Baby let's just keep gettin' there,ADV,RB,advmod,16095,52,2014,PROPN,,,
Randy Houser,Goodnight Kiss,Baby,Baby let's just keep gettin' there,ADV,RB,advmod,16095,52,2014,PROPN,,,
Randy Houser,Goodnight Kiss,Baby,Baby let's just keep gettin' there,ADV,RB,advmod,16095,52,2014,PROPN,,,
Randy Newman & Paul Simon,The Blues,Eddie,He's gonna tell you 'bout his best friend Eddie,PROPN,NNP,obl,4769,51,1983,,,,
Randy Travis,Out Of My Bones,Chase,Chase that ghost out from under my bed,INTJ,UH,discourse,10341,64,1998,,,,
Randy Travis,"Spirit Of A Boy, Wisdom Of A Man",Dallas,"Now he drives a diesel out of Dallas,",PROPN,NNP,nmod,10565,42,1998,,city,,
Randy Travis,Three Wooden Crosses,Heaven,"Why there's not four of them, Heaven only knows",PROPN,NNP,nsubj,12147,31,2003,,,,
Randy Travis,Three Wooden Crosses,Heaven,"Why there's not four of them, Heaven only knows",PROPN,NNP,nsubj,12147,31,2003,,,,
Rappin' 4-Tay,Playaz Club,Diego,"Playaz Clubs close to home like Seattle, L.A., Bakersfield, San Diego",PROPN,NNP,flat,9137,38,1995,,city,,
Rappin' 4-Tay,Playaz Club,Francisco,"San Francisco mothafuckin' bay, yeah",PROPN,NNP,flat,9137,38,1995,,city,,
Rare Earth,(I Know) I'm Losing You,Baby,"Baby, baby, babe, I'm losing you",PROPN,NNP,vocative,212,7,1970,,,,
Rare Earth,Get Ready,Baby,Baby all my freedoms should you want me to I think I'll understand,ADV,RB,advmod,72,4,1970,PROPN,,,
Rare Earth,Get Ready,Hope,Hope,VERB,VBP,root,72,4,1970,,,,
Rascal Flatts,Come Wake Me Up,Baby,Baby this pain is worse than it ever was,ADP,IN,mark,15563,52,2012,PROPN,,,
Rascal Flatts,Fast Cars And Freedom,Baby,"Baby blue eyes, your head on my shoulder",ADP,IN,case,12910,38,2005,,,,
Rascal Flatts,Fast Cars And Freedom,Baby,"Baby blue eyes, your head on my shoulder",ADP,IN,case,12910,38,2005,,,,
Rascal Flatts,Fast Cars And Freedom,Baby,"Baby blue eyes, your head on my shoulder",ADP,IN,case,12910,38,2005,,,,
Rascal Flatts,Fast Cars And Freedom,Nova,I see a dust trail following an old red Nova,PROPN,NNP,nmod,12910,38,2005,,car,,
Rascal Flatts,Fast Cars And Freedom,Nova,I see a dust trail following an old red Nova,PROPN,NNP,nmod,12910,38,2005,,car,,
Rascal Flatts,Fast Cars And Freedom,Nova,I see a dust trail following an old red Nova,PROPN,NNP,nmod,12910,38,2005,,car,,
Rascal Flatts,Love You Out Loud,Baby,"Baby, scream and shout",PROPN,NNP,root,12147,30,2003,,,,
Rascal Flatts,Love You Out Loud,Baby,"Baby, leave no doubt",ADV,RB,advmod,12147,30,2003,PROPN,,,
Rascal Flatts,Love You Out Loud,Baby,"Baby, scream and shout",PROPN,NNP,root,12147,30,2003,,,,
Rascal Flatts,Love You Out Loud,Baby,"Baby, leave no doubt",ADV,RB,advmod,12147,30,2003,PROPN,,,
Rascal Flatts,Love You Out Loud,Baby,"Baby, I want the whole world to see",ADV,RB,advmod,12147,30,2003,PROPN,,,
Rascal Flatts,Love You Out Loud,Baby,"Baby, scream and shout",PROPN,NNP,root,12147,30,2003,,,,
Rascal Flatts,Love You Out Loud,Baby,"Baby, leave no doubt",ADV,RB,advmod,12147,30,2003,PROPN,,,
Rascal Flatts,Love You Out Loud,Baby,"Baby, I love to love you out loud",ADV,RB,advmod,12147,30,2003,PROPN,,,
Rascal Flatts,Me And My Gang,Montana,"Straight up to Butte, Montana",PROPN,NNP,appos,13295,50,2006,,state,,
Rascal Flatts,My Wish,May,May all your dreams stay big,AUX,MD,aux,13414,28,2006,,,,
Rascal Flatts,Prayin' For Daylight,Baby,Baby come back to me,PROPN,NNP,nsubj,11139,54,2000,,,,
Rascal Flatts,Prayin' For Daylight,Baby,Baby come back to me,PROPN,NNP,nsubj,11139,54,2000,,,,
Rascal Flatts,Prayin' For Daylight,Baby,Baby come back to me,PROPN,NNP,nsubj,11139,54,2000,,,,
Rascal Flatts,Prayin' For Daylight,Baby,Baby come back to me,PROPN,NNP,nsubj,11139,54,2000,,,,
Rascal Flatts,Prayin For Daylight,Baby,Baby come back to me,PROPN,NNP,nsubj,11083,38,2000,,,,
Rascal Flatts,Prayin For Daylight,Baby,Baby come back to me,PROPN,NNP,nsubj,11083,38,2000,,,,
Rascal Flatts,Prayin For Daylight,Baby,Baby come back to me,PROPN,NNP,nsubj,11083,38,2000,,,,
Rascal Flatts,Prayin For Daylight,Baby,Baby come back to me,PROPN,NNP,nsubj,11083,38,2000,,,,
Rascal Flatts,Rewind,Baby,Baby re-live this night,PROPN,NNP,nsubj,16102,38,2014,,,,
Rascal Flatts,Rewind,George,Try to talk George Strait into giving us an encore,PROPN,NNP,obj,16102,38,2014,,,,
Rascal Flatts,Skin (Sarabeth),Beth,Sara Beth is scared to death,PROPN,NNP,nsubj,13050,42,2005,,,,Sara Beth
Rascal Flatts,Skin (Sarabeth),Beth,Sara Beth is scared to death,PROPN,NNP,nsubj,13050,42,2005,,,,Sara Beth
Rascal Flatts,Skin (Sarabeth),Beth,Sara Beth closes her eyes.,PROPN,NNP,nsubj,13050,42,2005,,,,Sara Beth
Rascal Flatts,Skin (Sarabeth),Beth,Sara Beth is scared to death,PROPN,NNP,nsubj,13050,42,2005,,,,Sara Beth
Rascal Flatts,Skin (Sarabeth),Beth,Sara Beth closes her eyes,PROPN,NNP,nsubj,13050,42,2005,,,,Sara Beth
Rascal Flatts,Summer Nights,Summer,Summer nights,NOUN,NN,compound,14408,37,2009,,,,
Rascal Flatts,Summer Nights,Summer,Summer nights,NOUN,NN,compound,14408,37,2009,,,,
Rascal Flatts,Summer Nights,Summer,Summer nights,NOUN,NN,compound,14408,37,2009,,,,
Rascal Flatts,Summer Nights,Summer,Summer nights,NOUN,NN,compound,14408,37,2009,,,,
Rascal Flatts,Summer Nights,Summer,Summer nights,NOUN,NN,compound,14408,37,2009,,,,
Rascal Flatts,Summer Nights,Summer,Summer nights,NOUN,NN,compound,14408,37,2009,,,,
Rascal Flatts,Summer Nights,Summer,Summer nights,NOUN,NN,compound,14408,37,2009,,,,
Rascal Flatts,Summer Nights,Summer,Summer nights,NOUN,NN,compound,14408,37,2009,,,,
Rascal Flatts,Summer Nights,Summer,Summer nights,NOUN,NN,compound,14408,37,2009,,,,
Rascal Flatts,These Days,Baby,"Hey Baby, Is that you?",PROPN,NNP,vocative,11965,23,2002,,,,
Rascal Flatts,These Days,Jean,Jean ain't that the song,PROPN,NNP,nsubj,11965,23,2002,,,,
Rascal Flatts,These Days,Norma,Norma,PROPN,NNP,root,11965,23,2002,,,,
Rascal Flatts,Why Wait,Baby,Baby I don't see how I could love you anymore than I do today,SCONJ,IN,mark,14856,48,2010,PROPN,,,
Rascal Flatts,Why Wait,Baby,Baby I don't see how I could love you anymore than I do today,SCONJ,IN,mark,14856,48,2010,PROPN,,,
Rascal Flatts,Why Wait,Baby,Baby I don't see how I could love you anymore than I do today,SCONJ,IN,mark,14856,48,2010,PROPN,,,
Rascal Flatts,Winner At A Losing Game,Baby,"Baby, look here at me",ADV,RB,advmod,13827,52,2007,PROPN,,,
Ratt,Dance,Baby,"Baby we can dance, dance, dance",SCONJ,IN,mark,6260,59,1987,PROPN,,,
Ratt,Dance,Baby,"Baby we can dance, dance, dance",SCONJ,IN,mark,6260,59,1987,PROPN,,,
Ray Charles,Don't Let The Sun Catch You Cryin',Baby,"Baby, you made him so sore",ADV,RB,advmod,-3610,95,1960,PROPN,,,
Ray Charles,Eleanor Rigby,Eleanor,Eleanor Rigby picks up the rice in the church where a wedding has been,PROPN,NNP,nsubj,-572,35,1968,,,,
Ray Charles,Eleanor Rigby,Eleanor,Eleanor Rigby died in the church and was buried along with her name,PROPN,NNP,nsubj,-572,35,1968,,,,
Ray Charles,Georgia On My Mind,Georgia,"Georgia, Georgia,",PROPN,NNP,root,-3379,1,1960,,,,
Ray Charles,Georgia On My Mind,Georgia,"Georgia, Georgia,",PROPN,NNP,appos,-3379,1,1960,,,,
Ray Charles,Georgia On My Mind,Georgia,Keeps Georgia on my mind,PROPN,NNP,root,-3379,1,1960,,,,
Ray Charles,Georgia On My Mind,Georgia,I said Georgia,PROPN,NNP,obj,-3379,1,1960,,,,
Ray Charles,Georgia On My Mind,Georgia,Georgia,PROPN,NNP,root,-3379,1,1960,,,,
Ray Charles,Georgia On My Mind,Georgia,"I said Georgia,",PROPN,NNP,obj,-3379,1,1960,,,,
Ray Charles,Georgia On My Mind,Georgia,"Ooh Georgia, no peace I find",PROPN,NNP,flat,-3379,1,1960,,,,
Ray Charles,Georgia On My Mind,Georgia,Keeps Georgia on my mind,PROPN,NNP,root,-3379,1,1960,,,,
Ray Charles,Georgia On My Mind,Georgia,"Georgia,",PROPN,NNP,root,-3379,1,1960,,,,
Ray Charles,Georgia On My Mind,Georgia,"Georgia,",PROPN,NNP,root,-3379,1,1960,,,,
Ray Charles,Georgia On My Mind,Georgia,Keeps Georgia on my mind,PROPN,NNP,root,-3379,1,1960,,,,
Ray Charles,Georgia On My Mind,Georgia,Keeps Georgia on my mind,PROPN,NNP,root,-3379,1,1960,,,,
Ray Charles,I've Got News For You,Joe,Claimed it was from uncle Joe.,PROPN,NNP,flat,-3113,66,1961,,,,
Ray Charles,Let The Good Times Roll,Charles,Ray Charles's in town,PROPN,NNP,flat,-3638,78,1960,,,TRUE,
Ray Charles,Let The Good Times Roll,Ray,Ray Charles's in town,PROPN,NNP,nmod:poss,-3638,78,1960,,,,
Ray Charles,Ruby,Ruby,"They say, Ruby you're like a dream",SCONJ,IN,mark,-3323,28,1960,PROPN,,,
Ray Charles,Ruby,Ruby,"I only know, Ruby, it's you",PROPN,NNP,obj,-3323,28,1960,,,,
Ray Charles,Ruby,Ruby,"They say, Ruby you're like a song",SCONJ,IN,mark,-3323,28,1960,PROPN,,,
Ray Charles,Ruby,Ruby,"Ruby, it's you",INTJ,UH,discourse,-3323,28,1960,PROPN,,,
Ray Charles,Ruby,Ruby,"They say, Ruby you're like a flame",SCONJ,IN,mark,-3323,28,1960,PROPN,,,
Ray Charles,Understanding,Will,Will and that's why I believe that,AUX,MD,root,-565,46,1968,,,,
Ray Charles & Betty Carter,Baby It's Cold Outside,Baby,Baby don't hold out,ADV,RB,advmod,-2861,91,1962,PROPN,,,
Ray Charles & Betty Carter,Baby It's Cold Outside,Betty,"Betty, it's cold outside",INTJ,UH,discourse,-2861,91,1962,PROPN,,,
Ray Charles & Betty Carter,Baby It's Cold Outside,Betty,"Betty, it's cold out there",INTJ,UH,discourse,-2861,91,1962,PROPN,,,
Ray Charles & Betty Carter,Baby It's Cold Outside,Betty,Betty it's bad out there,INTJ,UH,discourse,-2861,91,1962,PROPN,,,
Ray Charles & Betty Carter,Baby It's Cold Outside,Betty,"Betty, it's cold outside",INTJ,UH,discourse,-2861,91,1962,PROPN,,,
Ray Charles & Betty Carter,Baby It's Cold Outside,Betty,"Betty, you'll freeze out there",INTJ,UH,discourse,-2861,91,1962,PROPN,,,
Ray LaMontagne,You Are The Best Thing,Baby,Baby,PROPN,NNP,root,14184,90,2008,,,,
Ray LaMontagne,You Are The Best Thing,Baby,Baby,PROPN,NNP,root,14184,90,2008,,,,
Ray Parker Jr.,I Still Can't Get Over Loving You,Baby,Baby,PROPN,NNP,root,5063,12,1983,,,,
Ray Price,Danny Boy,Danny,"Oh, Danny boy, the pipes, the pipes are calling",PROPN,NNP,compound,-1013,60,1967,,,,
Ray Price,Danny Boy,Danny,"Oh, Danny boy, Oh Danny boy' I love you so",PROPN,NNP,compound,-1013,60,1967,,,,
Ray Price,Danny Boy,Danny,"Oh, Danny boy, Oh Danny boy' I love you so",PROPN,NNP,compound,-1013,60,1967,,,,
Ray Price,Danny Boy,Danny,"Oh, Danny boy, Oh Danny boy' I love you so",PROPN,NNP,compound,-1013,60,1967,,,,
Ray Price,Danny Boy,Danny,"Oh, Danny boy, Oh Danny boy' I love you so",PROPN,NNP,compound,-1013,60,1967,,,,
Ray Stevens,Along Came Jones,Sam,A bad gunslinger called Salty Sam was chasin' poor Sweet Sue,PROPN,NNP,xcomp,-187,27,1969,,,,
Ray Stevens,Along Came Jones,Sam,Salty Sam was tryin' to stuff Sweet Sue in a burlap sack,PROPN,NNP,flat,-187,27,1969,,,,
Ray Stevens,Along Came Jones,Sue,A bad gunslinger called Salty Sam was chasin' poor Sweet Sue,PROPN,NNP,root,-187,27,1969,,,,
Ray Stevens,Along Came Jones,Sue,"Down in the old abandoned mine, Sweet Sue was havin' fits",PROPN,NNP,nsubj,-187,27,1969,,,,
Ray Stevens,Along Came Jones,Sue,Salty Sam was tryin' to stuff Sweet Sue in a burlap sack,PROPN,NNP,flat,-187,27,1969,,,,
Ray Stevens,Bridget The Midget (The Queen Of The Blues),Bill,"I said, \Bill I ain't havin' a real good time\""""",PROPN,PROPN,NNP,352,50,1970,,,,
Ray Stevens,Bridget The Midget (The Queen Of The Blues),Bill,But me an' ol' Bill lucked out and got ringside seats,PROPN,NNP,flat,352,50,1970,,,,
Ray Stevens,Bridget The Midget (The Queen Of The Blues),Bill,My buddy Bill threw a chair in the ring,PROPN,NNP,flat,352,50,1970,,,,
Ray Stevens,Bridget The Midget (The Queen Of The Blues),Bill,And I knew if he caught us he'd break Bill's neck for sure,PROPN,NNP,nmod:poss,352,50,1970,,,,
Ray Stevens,Bridget The Midget (The Queen Of The Blues),Bill,And Bill ran so fast he beat me to the car,PROPN,NNP,nsubj,352,50,1970,,,,
Ray Stevens,Bridget The Midget (The Queen Of The Blues),Bill,So I called up Bill and told him my plan,PROPN,NNP,obj,352,50,1970,,,,
Ray Stevens,Bridget The Midget (The Queen Of The Blues),Bill,"Bill said, \Since you're thinkin' 'bout takin' him again""",PROPN,NNP,nsubj,352,50,1970,,,,
Ray Stevens,Everything Is Beautiful,Heaven,Under God's Heaven,PROPN,NNP,root,93,1,1970,,place,,
Ray Stevens,Everything Is Beautiful,Heaven,Under God's Heaven,PROPN,NNP,root,93,1,1970,,place,,
Ray Stevens,Everything Is Beautiful,Heaven,Under God's Heaven,PROPN,NNP,root,93,1,1970,,place,,
Ray Stevens,Everything Is Beautiful,Jesus,Jesus loves the little children,PROPN,NNP,nsubj,93,1,1970,,,,
Ray Stevens,Everything Is Beautiful,Jesus,Jesus loves the little children of the world,PROPN,NNP,nsubj,93,1,1970,,,,
