artist,song,name,sentence,upos,xpos,dep_rel,earliest,highestRank,year,posCorrection,NaP,last,compound
A$AP Ferg Featuring Nicki Minaj,Plain Jane,Kirk,"I go crazy in my Yeezy, Kirk Kneezy on the beat",PROPN,NNP,appos,2017-10-14,26,2017,,,,
A$AP Ferg Featuring Nicki Minaj,Plain Jane,Nick,"I was only 8 years old, watching Nick at Nite",PROPN,NNP,obj,2017-10-14,26,2017,,channel,,
Rich The Kid,Plug Walk,Bentley,"Big ol' Bentley, it's a spaceship",PROPN,NNP,vocative,2018-02-24,13,2018,,car,,
Rich The Kid,Plug Walk,Louis,I stuck keys in the Louis V,PROPN,NNP,compound,2018-02-24,13,2018,,brand,,
Polo G Featuring Lil Tjay,Pop Out,Cali,Booked a flight to Cali rocks and condoms in my suitcase,PROPN,NNP,compound,2019-04-06,100,2019,,state,,
Polo G Featuring Lil Tjay,Pop Out,Ray,Blu-Ray,PROPN,NNP,flat,2019-04-06,100,2019,,object,,
Drake Featuring Quavo & Travis Scott,Portland,Drake,Me and Drake kick like Kid N',VERB,VB,conj,2017-04-08,21,2017,,,,
Drake Featuring Quavo & Travis Scott,Portland,Griselda,Griselda,PROPN,NNP,root,2017-04-08,21,2017,,,,
Drake Featuring Quavo & Travis Scott,Portland,Ike,Ike Turner with the left hand,PROPN,NNP,root,2017-04-08,21,2017,,,,
Drake Featuring Quavo & Travis Scott,Portland,Jay,"No, I did not sign with Jay, but I still send a Tidal wave",PROPN,NNP,obl,2017-04-08,21,2017,,,,
Drake Featuring Quavo & Travis Scott,Portland,Jordan,Michael Jordan with the tennis shoes,PROPN,NNP,flat,2017-04-08,21,2017,,,TRUE,
Drake Featuring Quavo & Travis Scott,Portland,Jordan,Michael Jordan with the tennis shoes,PROPN,NNP,flat,2017-04-08,21,2017,,,TRUE,
Drake Featuring Quavo & Travis Scott,Portland,Jordan,Michael Jordan with the tennis shoes,PROPN,NNP,flat,2017-04-08,21,2017,,,TRUE,
Drake Featuring Quavo & Travis Scott,Portland,Max,Free Max,NOUN,NN,root,2017-04-08,21,2017,,,,
Drake Featuring Quavo & Travis Scott,Portland,Michael,Michael Phelps with the swim moves,PROPN,NNP,root,2017-04-08,21,2017,,,,
Drake Featuring Quavo & Travis Scott,Portland,Michael,Michael Jordan with the tennis shoes,PROPN,NNP,root,2017-04-08,21,2017,,,,
Drake Featuring Quavo & Travis Scott,Portland,Michael,Michael Phelps with the swim moves,PROPN,NNP,root,2017-04-08,21,2017,,,,
Drake Featuring Quavo & Travis Scott,Portland,Michael,Michael Jordan with the tennis shoes,PROPN,NNP,root,2017-04-08,21,2017,,,,
Drake Featuring Quavo & Travis Scott,Portland,Michael,Michael Phelps with the swim moves,PROPN,NNP,root,2017-04-08,21,2017,,,,
Drake Featuring Quavo & Travis Scott,Portland,Michael,Michael Jordan with the tennis shoes,PROPN,NNP,root,2017-04-08,21,2017,,,,
Drake Featuring Quavo & Travis Scott,Portland,Turner,Ike Turner with the left hand,PROPN,NNP,flat,2017-04-08,21,2017,,,TRUE,
Rae Sremmurd & Juicy J,Powerglide,Baby,Baby girl full moon,ADJ,JJ,amod,2018-03-17,28,2018,,,,
Rae Sremmurd & Juicy J,Powerglide,Baby,"Baby, you ain't good enough",ADV,RB,advmod,2018-03-17,28,2018,,,,
Rae Sremmurd & Juicy J,Powerglide,Keisha,"Yeah, shout out Keisha bottoms",PROPN,NNP,compound,2018-03-17,28,2018,,,,
Rae Sremmurd & Juicy J,Powerglide,Leo,"Yeah, that means she a Leo?",PROPN,NNP,ccomp,2018-03-17,28,2018,,astrological sign,,
Rae Sremmurd & Juicy J,Powerglide,Mike,Mike WiLL Made-It,PROPN,NNP,root,2018-03-17,28,2018,,,,
Rae Sremmurd & Juicy J,Powerglide,Rose,Couple cases of Rose,NOUN,NN,nmod,2018-03-17,28,2018,,,,
YoungBoy Never Broke Again,Preach,Dave,"I told Montana that I love him, On Dave I meant it",PROPN,NNP,obl,2018-05-19,98,2018,,,,
YoungBoy Never Broke Again,Preach,Montana,"I told Montana that I love him, On Dave I meant it",PROPN,NNP,obj,2018-05-19,98,2018,,,,
YoungBoy Never Broke Again,Preach,Montana,Montana know about my pain and everything I told him,PROPN,NNP,nsubj,2018-05-19,98,2018,,,,
YoungBoy Never Broke Again,Preach,Tyler,Tyler,NOUN,NN,root,2018-05-19,98,2018,,,,
NAV Featuring The Weeknd,Price On My Head,Bentley,"For a Prada, she got sexy, for a Lambo or a Bentley",PROPN,NNP,conj,2019-04-06,72,2019,,car,,
NAV Featuring The Weeknd,Price On My Head,Cash,"I met Cash, got a lot of racks, I still want more",PROPN,NNP,obj,2019-04-06,72,2019,remove,,,
NAV Featuring The Weeknd,Price On My Head,Tonya,"I can't sleep, that's insomnia, so much ice, like I'm Tonya",PROPN,NNP,advcl,2019-04-06,72,2019,,,,
NAV Featuring The Weeknd,Price On My Head,Wesley,"All my boys livin' debt free, it's a squad like Wesley",PROPN,NNP,nmod,2019-04-06,72,2019,,,,
Chris Brown,Privacy,Baby,"Baby, I promise I won't tell nobody",ADV,RB,advmod,2017-05-20,62,2017,,,,
Lil Wayne,Problems,Bob,Better get up and stand up like Bob Marley,PROPN,NNP,obl,2018-10-13,57,2018,,,,
Lil Wayne,Problems,Jesus,Jesus Christ amen,PROPN,NNP,root,2018-10-13,57,2018,,,,
Lil Wayne,Problems,Jesus,Jesus Christ amen,PROPN,NNP,root,2018-10-13,57,2018,,,,
Lil Wayne,Problems,June,Big as Mama June off the diet plan,PROPN,NNP,flat,2018-10-13,57,2018,,,,
Lil Wayne,Problems,June,Big as Mama June off the diet plan,PROPN,NNP,flat,2018-10-13,57,2018,,,,
Lil Wayne,Problems,Marley,Better get up and stand up like Bob Marley,PROPN,NNP,flat,2018-10-13,57,2018,,,TRUE,
2 Chainz Featuring YG & Offset,Proud,Jack,Jack in his prime with Madonna,NOUN,NN,root,2018-04-14,96,2018,,,,
2 Chainz Featuring YG & Offset,Proud,Mike,Mike,PROPN,NNP,root,2018-04-14,96,2018,,,,
Post Malone Featuring Ty Dolla $ign,Psycho,Michael,"Yeah, my AP goin' psycho, lil' mama bad like Michael",PROPN,NNP,nmod,2018-03-10,1,2018,,,,
Post Malone Featuring Ty Dolla $ign,Psycho,Michael,"My AP goin' psycho, lil' mama bad like Michael",PROPN,NNP,obl,2018-03-10,1,2018,,,,
Post Malone Featuring Ty Dolla $ign,Psycho,Michael,"Yeah, my AP goin' psycho, lil' mama bad like Michael",PROPN,NNP,nmod,2018-03-10,1,2018,,,,
Post Malone Featuring Ty Dolla $ign,Psycho,Michael,"My AP goin' psycho, lil' mama bad like Michael",PROPN,NNP,obl,2018-03-10,1,2018,,,,
Post Malone Featuring Ty Dolla $ign,Psycho,Michael,"Yeah, my AP goin' psycho, lil' mama bad like Michael",PROPN,NNP,nmod,2018-03-10,1,2018,,,,
Post Malone Featuring Ty Dolla $ign,Psycho,Michael,"My AP goin' psycho, lil' mama bad like Michael",PROPN,NNP,obl,2018-03-10,1,2018,,,,
Post Malone Featuring Ty Dolla $ign,Psycho,Tony,Come with the Tony Romo for clowns and all the bozos,PROPN,NNP,compound,2018-03-10,1,2018,,,,
Post Malone Featuring Ty Dolla $ign,Psycho,Tony,Come with the Tony Romo for clowns and all the bozos,PROPN,NNP,compound,2018-03-10,1,2018,,,,
Post Malone Featuring Ty Dolla $ign,Psycho,Tony,Come with the Tony Romo for clowns and all the bozos,PROPN,NNP,compound,2018-03-10,1,2018,,,,
Post Malone Featuring Ty Dolla $ign,Psycho,Valentino,"Dolla Valentino, we gon' hit Pico",PROPN,NNP,flat,2018-03-10,1,2018,,,TRUE,
Big Sean & Metro Boomin Featuring 21 Savage,Pull Up N Wreck,Carolina,I like my skies Carolina blue and white,PROPN,NNP,appos,2017-11-25,80,2017,,state,,
Big Sean & Metro Boomin Featuring 21 Savage,Pull Up N Wreck,John,"I need \go see Uncle John in Atlanta\"" time""",PROPN,NNP,obj,2017-11-25,80,2017,,,,
Big Sean & Metro Boomin Featuring 21 Savage,Pull Up N Wreck,Stan,"Y'all wanna ball, I'm Stan Van Gundy",PROPN,NNP,parataxis,2017-11-25,80,2017,,,,
Big Sean & Metro Boomin Featuring 21 Savage,Pull Up N Wreck,Tony,I'm in the car like Tony Starks cause I'm that smart,PROPN,NNP,compound,2017-11-25,80,2017,,,,
Big Sean & Metro Boomin Featuring 21 Savage,Pull Up N Wreck,Tyson,This Glock gon' knock a nigga down like Tyson,PROPN,NNP,obl,2017-11-25,80,2017,,,,
Big Sean & Metro Boomin Featuring 21 Savage,Pull Up N Wreck,Van,"Y'all wanna ball, I'm Stan Van Gundy",PROPN,NNP,flat,2017-11-25,80,2017,,,TRUE,
Lil Baby,Pure Cocaine,Era,"New Era, I'm a dope boy, no cap",PROPN,NNP,advcl,2018-12-15,89,2018,,,,
Mustard & Migos,Pure Water,Bobby,"In the lobby with a brick, I'm Ricky Bobby with your bitch",PROPN,NNP,root,2019-02-02,31,2019,,,,Ricky Bobby
Mustard & Migos,Pure Water,Celine,In the lab with Celine like that bag that she wanted,PROPN,NNP,nmod,2019-02-02,31,2019,,,,
Mustard & Migos,Pure Water,Lawrence,"I go Lawrence with the fit, in the 'Rari with no tint",PROPN,NNP,obj,2019-02-02,31,2019,,,,
Mustard & Migos,Pure Water,Willis,"Somebody got shot, what you talkin' 'bout, Willis?",PROPN,NNP,appos,2019-02-02,31,2019,,,,
Yo Gotti Featuring Lil Baby,Put A Date On It,June,June you're a genius,PROPN,NNP,root,2019-02-09,46,2019,,,,
Yo Gotti Featuring Lil Baby,Put A Date On It,Royce,"Rolls Royce truck on the way, cashed out for it",PROPN,NNP,compound,2019-02-09,46,2019,,car,,
Yo Gotti Featuring Lil Baby,Put A Date On It,Royce,"Rolls Royce truck on the way, cashed out for it",PROPN,NNP,compound,2019-02-09,46,2019,,car,,
Yo Gotti Featuring Lil Baby,Put A Date On It,Royce,"Rolls Royce truck on the way, cashed out for it",PROPN,NNP,compound,2019-02-09,46,2019,,car,,
Chris Brown,Questions,Baby,"Baby, let me love you",ADV,RB,advmod,2017-09-09,78,2017,,,,
Yo Gotti Featuring Nicki Minaj,Rake It Up,Bonnie,"I think he need a Bonnie, I might just let him find me",NOUN,NN,obj,2017-07-22,10,2017,,,,
Yo Gotti Featuring Nicki Minaj,Rake It Up,Chyna,Brought out the pink Lamborghini just to race with Chyna,PROPN,NNP,obl,2017-07-22,10,2017,,,,
Yo Gotti Featuring Nicki Minaj,Rake It Up,Jay,I was sendin' bricks to Harlem back when Jay was still with Dame,PROPN,NNP,nsubj,2017-07-22,10,2017,,,,
Yo Gotti Featuring Nicki Minaj,Rake It Up,Joe,"Ask Bimmy and Joe, nigga run me my dough",PROPN,NNP,conj,2017-07-22,10,2017,,,,
Yo Gotti Featuring Nicki Minaj,Rake It Up,Mike,"Yeah, me and Mike WiLL pull up to AOD back to back",PROPN,NNP,conj,2017-07-22,10,2017,,,,
Yo Gotti Featuring Nicki Minaj,Rake It Up,Mike,"Mike WiLL Made-It, nigga",PROPN,NNP,root,2017-07-22,10,2017,,,,
Yo Gotti Featuring Nicki Minaj,Rake It Up,Nicki,Nickname is Nicki but my name ain't Nicole,PROPN,NNP,root,2017-07-22,10,2017,,,,
Yo Gotti Featuring Nicki Minaj,Rake It Up,Nicole,Nickname is Nicki but my name ain't Nicole,PROPN,NNP,conj,2017-07-22,10,2017,,,,
Yo Gotti Featuring Nicki Minaj,Rake It Up,Ronnie,"Never trust a big butt and a smile, word to Ronnie",PROPN,NNP,nmod,2017-07-22,10,2017,,,,
Machine Gun Kelly,Rap Devil,Cleveland,But bitch I'm from Cleveland,PROPN,NNP,acl:relcl,2018-09-22,13,2018,,city,,
Machine Gun Kelly,Rap Devil,Gunner,"But I'm The Gunner, bitch, I got you in the scope",NOUN,NN,root,2018-09-22,13,2018,,,,
Machine Gun Kelly,Rap Devil,Hailie,\I think my dad's gone crazy,"\"" yeah",Hailie,"you right""",2018-09-22,13,2018,remove,,,
Machine Gun Kelly,Rap Devil,Jimmy,Then you went and called Jimmy,PROPN,NNP,obj,2018-09-22,13,2018,,,,
Machine Gun Kelly,Rap Devil,Kim,"Already fucked one rapper's girl this week, don't make me call Kim",PROPN,NNP,obj,2018-09-22,13,2018,,,,
Machine Gun Kelly,Rap Devil,Marshall,"Hello Marshall, my name's Colson",PROPN,NNP,vocative,2018-09-22,13,2018,,,,
Machine Gun Kelly,Rap Devil,Marshall,"Stop all the thuggery, Marshall, you livin' in luxury",PROPN,NNP,appos,2018-09-22,13,2018,,,,
Machine Gun Kelly,Rap Devil,Oscar,"I'm not afraid"" okay Oscar the Grouch",PROPN,"chill on the couch""",PROPN,2018-09-22,13,2018,,,,
Machine Gun Kelly,Rap Devil,Oscar,"You got an Oscar, damn",PROPN,NNP,obj,2018-09-22,13,2018,,,,
Machine Gun Kelly,Rap Devil,Paul,Let's ask Interscope how you had Paul Rosenberg tryin' to shelf me,PROPN,NNP,obj,2018-09-22,13,2018,,,,
Machine Gun Kelly,Rap Devil,Ronny,"Oh my god, Ronny",PROPN,NNP,flat,2018-09-22,13,2018,,,,
Machine Gun Kelly,Rap Devil,Ronny,"Oh my god, Ronny",PROPN,NNP,flat,2018-09-22,13,2018,,,,
Machine Gun Kelly,Rap Devil,Stan,Tryin' to be the old you so bad you Stan yourself,PROPN,NNP,ccomp,2018-09-22,13,2018,remove,,,
"21 Savage, Offset & Metro Boomin Featuring Quavo",Rap Saved Me,Jesus,I love when I meet Jesus,PROPN,NNP,obj,2017-11-18,64,2017,,,,
"21 Savage, Offset & Metro Boomin Featuring Quavo",Rap Saved Me,Louis,Louis Vuitton got a lot of racks,PROPN,NNP,nsubj,2017-11-18,64,2017,,brand,,
Drake,Ratchet Happy Birthday,Anita,"Cool your headtop, you hotter than Anita",PROPN,NNP,obl,2018-07-14,51,2018,,,,
Drake,Ratchet Happy Birthday,Reese,"Reese's, Reese's, don't be rediculous",VERB,VB,root,2018-07-14,51,2018,,,,
Drake,Ratchet Happy Birthday,Reese,"Reese's, Reese's, don't be rediculous",VERB,VB,conj,2018-07-14,51,2018,,,,
Taylor Swift,...Ready For It?,Baby,"Baby, let the games begin",ADV,RB,advmod,2017-09-23,18,2017,,,,
Taylor Swift,...Ready For It?,Baby,"Baby, let the games begin",ADV,RB,advmod,2017-09-23,18,2017,,,,
Taylor Swift,...Ready For It?,Baby,"Baby, let the games begin",ADV,RB,advmod,2017-09-23,18,2017,,,,
Taylor Swift,...Ready For It?,Baby,"Baby, let the games begin",ADV,RB,advmod,2017-09-23,18,2017,,,,
Taylor Swift,...Ready For It?,Burton,Burton to this Taylor,ADP,IN,case,2017-09-23,18,2017,,,,
Taylor Swift,...Ready For It?,Taylor,Burton to this Taylor,PROPN,NNP,root,2017-09-23,18,2017,,,,
Lil Baby Featuring Gunna,Ready,Chanel,"I buy Dolce Gabbana, Chanel, I'm on straight",PROPN,NNP,appos,2018-12-15,66,2018,,brand,,
Plies Featuring Kodak Black,Real Hitta,Baby,Baby I'm a certified smacker,SCONJ,IN,mark,2017-07-08,100,2017,,,,
Plies Featuring Kodak Black,Real Hitta,Baby,"Baby you know I'm out here in these streets, I gotta get it",SCONJ,IN,mark,2017-07-08,100,2017,,,,
Plies Featuring Kodak Black,Real Hitta,Ima,"Ima love you like I might die tomorrow, aye",PART,TO,mark,2017-07-08,100,2017,,,,
Plies Featuring Kodak Black,Real Hitta,Ima,"Ima love you like I might die tomorrow, aye",PART,TO,mark,2017-07-08,100,2017,,,,
Plies Featuring Kodak Black,Real Hitta,Julio,Plug name Julio but he don't play for Atlanta,PROPN,NNP,flat,2017-07-08,100,2017,,,,
Offset,Red Room,Brooklyn,We done sold out Brooklyn,PROPN,NNP,nmod,2019-03-02,49,2019,,,,
Offset,Red Room,Mike,Facetime 'round 3 Mike in a puddle,PROPN,NNP,root,2019-03-02,49,2019,,,,
Lil Skies Featuring Landon Cube,Red Roses,Jane,"I roll up the Mary Jane, no they can't feel my pain",PROPN,NNP,flat,2018-01-20,100,2018,,drug,,Mary Jane
Lil Skies Featuring Landon Cube,Red Roses,Johnny,"Oh you got a hotty body, come ride on my Johnny",PROPN,NNP,nmod,2018-01-20,100,2018,,,,
Nicki Minaj,Regret In Your Tears,Baby,Baby now you know you got nerve,ADV,RB,advmod,2017-04-01,61,2017,,,,
Nicki Minaj,Regret In Your Tears,Baby,Baby you lied,SCONJ,IN,mark,2017-04-01,61,2017,PROPN,,,
Nicki Minaj,Regret In Your Tears,Baby,Baby now I'm through with you,ADV,RB,advmod,2017-04-01,61,2017,PROPN,,,
Nicki Minaj,Regret In Your Tears,Selena,Plus I got that ass like Selena,PROPN,NNP,obl,2017-04-01,61,2017,,,,
Nicki Minaj,Regret In Your Tears,Serena,I count up the racks like Serena,PROPN,NNP,nmod,2017-04-01,61,2017,,,,
Young Thug Featuring Future,Relationship,Jo,"Tamika, Jo and Porsche kept it silent",PROPN,NNP,conj,2017-07-08,65,2017,,,,
Young Thug Featuring Future,Relationship,Malcolm,"Pop an X pill like we Malcolm, yeah, hey",VERB,VBP,acl,2017-07-08,65,2017,PROPN,,,
Young Thug Featuring Future,Relationship,Malcolm,"Pop an X pill like we Malcolm, yeah, hey",VERB,VBP,acl,2017-07-08,65,2017,PROPN,,,
Young Thug Featuring Future,Relationship,Malcolm,"Pop an X pill like we Malcolm, yeah, hey",VERB,VBP,acl,2017-07-08,65,2017,PROPN,,,
Young Thug Featuring Future,Relationship,Rose,Rose gold from your neck up,VERB,VB,root,2017-07-08,65,2017,,,,
Young Thug Featuring Future,Relationship,Rose,Rose gold from your neck up,VERB,VB,root,2017-07-08,65,2017,,,,
Young Thug Featuring Future,Relationship,Rose,Rose gold from your neck up,VERB,VB,root,2017-07-08,65,2017,,,,
Young Thug Featuring Future,Relationship,Tamika,"Tamika, Jo and Porsche kept it silent",PROPN,NNP,nsubj,2017-07-08,65,2017,,,,
Ariana Grande,R.E.M,Perla,What about La Perla?,PROPN,NNP,nmod,2018-09-01,72,2018,,,,
Ariana Grande,R.E.M,Vickie,Let Vickie keep her secret,PROPN,NNP,obj,2018-09-01,72,2018,,,,
Kygo Featuring Miguel,Remind Me To Forget,Baby,"Baby, it hit so hard, holding onto my chest",PROPN,NNP,vocative,2018-07-28,63,2018,,,,
Kygo Featuring Miguel,Remind Me To Forget,Baby,"Cause Baby, I got these scars, reminding me to forget",PROPN,NNP,obl,2018-07-28,63,2018,,,,
Kygo Featuring Miguel,Remind Me To Forget,Baby,"Baby, it hit so hard, holding on to my chest",PROPN,NNP,vocative,2018-07-28,63,2018,,,,
Kygo Featuring Miguel,Remind Me To Forget,Baby,"Baby, I got these scars, reminding me to forget",ADV,RB,advmod,2018-07-28,63,2018,PROPN,,,
Kygo Featuring Miguel,Remind Me To Forget,Baby,"Baby, it hit so hard, holding onto my chest",PROPN,NNP,vocative,2018-07-28,63,2018,,,,
Kygo Featuring Miguel,Remind Me To Forget,Baby,"Cause Baby, I got these scars, reminding me to forget",PROPN,NNP,obl,2018-07-28,63,2018,,,,
Quavo Featuring Travis Scott,Rerun,Ike,"Ike and Tina, way I beat the, beat the, beat the, beat the",PROPN,NNP,vocative,2018-10-27,88,2018,,,,
Quavo Featuring Travis Scott,Rerun,Nina,"Called up Nina, rollin' on my d-nuh",PROPN,NNP,conj,2018-10-27,88,2018,,,,
Quavo Featuring Travis Scott,Rerun,Tina,"Ike and Tina, way I beat the, beat the, beat the, beat the",PROPN,NNP,conj,2018-10-27,88,2018,,,,
Offset & Metro Boomin,Ric Flair Drip,Bentley,Hop in the Bentley coupe and blow the brains out it,PROPN,NNP,compound,2017-11-18,13,2017,,car,,
Offset & Metro Boomin,Ric Flair Drip,Valentino,"Balenciaga, check my posture, Valentino boots",DET,DT,det,2017-11-18,13,2017,,,,
Maren Morris,Rich,Benjamin,And a crisp new Benjamin for when you hit that gone again,PROPN,NNP,root,2018-10-06,77,2018,,money,,
Maren Morris,Rich,Marilyn,Me and Diddy drippin' diamonds like Marilyn,PROPN,NNP,nmod,2018-10-06,77,2018,,,,
Maren Morris,Rich,Marilyn,Me and Diddy drippin' diamonds like Marilyn,PROPN,NNP,nmod,2018-10-06,77,2018,,,,
Maren Morris,Rich,Marilyn,Me and Diddy drippin' diamonds like Marilyn,PROPN,NNP,nmod,2018-10-06,77,2018,,,,
Nicki Minaj Featuring Lil Wayne,Rich Sex,Ace,"Who gon' Rico, Ace me, pay in full my money, Mitch, nigga",PROPN,NNP,conj,2018-06-23,56,2018,remove,,,
Nicki Minaj Featuring Lil Wayne,Rich Sex,Baby,"He say, \Baby","everyday we ballin'\""",I say,"\""Swish",2018-06-23,56,2018,,,,
Nicki Minaj Featuring Lil Wayne,Rich Sex,Mac,"Mac took the Wraith, me and Tun flew",PROPN,NNP,nsubj,2018-06-23,56,2018,,,,
Nicki Minaj Featuring Lil Wayne,Rich Sex,Mitch,"Who gon' Rico, Ace me, pay in full my money, Mitch, nigga",PROPN,NNP,appos,2018-06-23,56,2018,,,,
Nicki Minaj Featuring Lil Wayne,Rich Sex,Queen,"Queen, where we going again?",PROPN,NNP,root,2018-06-23,56,2018,,,,
Nicki Minaj Featuring Lil Wayne,Rich Sex,Rico,"Who gon' Rico, Ace me, pay in full my money, Mitch, nigga",PROPN,NNP,obj,2018-06-23,56,2018,,,,
Nicki Minaj Featuring Lil Wayne,Rich Sex,Sky,"\Sky's the limit\""""",PROPN,NNP,nmod:poss,2018-06-23,56,2018,,place,,
Nicki Minaj Featuring Lil Wayne,Rich Sex,Sky,"Fuck her in the drop top, now she screamin' \Sky's the limit\""""",PROPN,NNP,nmod:poss,2018-06-23,56,2018,,place,,
Eminem Featuring Ed Sheeran,River,Gwen,"Says maybe she'll be my Gwen Stacy, to spite her man",PROPN,NNP,compound,2018-01-03,11,2018,,,,
Eminem Featuring Ed Sheeran,River,Jack,"On his breath's Jack, he's a sex addict",NOUN,NN,obl,2018-01-03,11,2018,,,,
Eminem Featuring Ed Sheeran,River,River,"River , river run",PROPN,NNP,compound,2018-01-03,11,2018,,place,,
Eminem Featuring Ed Sheeran,River,River,"River , we'll let the river run",PROPN,NNP,vocative,2018-01-03,11,2018,,place,,
Eminem Featuring Ed Sheeran,River,Stacy,"Says maybe she'll be my Gwen Stacy, to spite her man",PROPN,NNP,ccomp,2018-01-03,11,2018,,,TRUE,
Eminem Featuring Ed Sheeran,River,Sue,"It's hard to find the words, I'm aloof, nervous, and Sue",PROPN,NNP,conj,2018-01-03,11,2018,,,,
Eminem Featuring Ed Sheeran,River,Suzanne,"Hi Suzanne, but I shoulda said \Bye Suzanne\""""",PROPN,NNP,vocative,2018-01-03,11,2018,,,,
Eminem Featuring Ed Sheeran,River,Suzanne,"Hi Suzanne, but I shoulda said \Bye Suzanne\""""",PROPN,NNP,obj,2018-01-03,11,2018,,,,
Future,Rocket Ship,Chuck,"I'm tellin' you, you can ask Chuck if he call",PROPN,NNP,obj,2019-02-02,79,2019,,,,
Future,Rocket Ship,Chuck,"I'm tellin' you, you can ask Chuck if he call",PROPN,NNP,obj,2019-02-02,79,2019,,,,
Future,Rocket Ship,Louis,"Louis V throw-on, got me arrogant, yeah",PROPN,NNP,nsubj,2019-02-02,79,2019,,brand,,
Future,Rocket Ship,Louis,"Louis V throw-on, got me arrogant, yeah",PROPN,NNP,nsubj,2019-02-02,79,2019,,brand,,
Post Malone Featuring 21 Savage,Rockstar,Scott,"I'm startin' sayin', \Rest in peace to Bon Scott\""""",PROPN,NNP,nmod,2017-10-07,5,2017,,,TRUE,
Post Malone Featuring 21 Savage,Rockstar,Star,"Star, star, rockstar, rockstar, star",PROPN,NNP,compound,2017-10-07,5,2017,remove,,,
Kodak Black Featuring XXXTENTACION,Roll In Peace,Baby,"Baby that's blasphemy, yeah",SCONJ,IN,mark,2017-09-09,31,2017,,,,
Kodak Black Featuring XXXTENTACION,Roll In Peace,Baby,"Baby you're bad for me, yeah",SCONJ,IN,mark,2017-09-09,31,2017,,,,
Kodak Black Featuring XXXTENTACION,Roll In Peace,Jesus,"Got on my knees like \Jesus please\""""",PROPN,NNP,appos,2017-09-09,31,2017,,,,
Kodak Black Featuring XXXTENTACION,Roll In Peace,Jesus,He don't even believe in Jesus,PROPN,NNP,obl,2017-09-09,31,2017,,,,
Kodak Black Featuring XXXTENTACION,Roll In Peace,Jesus,Why you got a Jesus piece,PROPN,NNP,compound,2017-09-09,31,2017,,,,
Kodak Black Featuring XXXTENTACION,Roll In Peace,Jesus,"Got on my knees like \Jesus please\""""",PROPN,NNP,appos,2017-09-09,31,2017,,,,
Kodak Black Featuring XXXTENTACION,Roll In Peace,Jesus,He don't even believe in Jesus,PROPN,NNP,obl,2017-09-09,31,2017,,,,
Kodak Black Featuring XXXTENTACION,Roll In Peace,Jesus,Why you got a Jesus piece,PROPN,NNP,compound,2017-09-09,31,2017,,,,
Kodak Black Featuring XXXTENTACION,Roll In Peace,Jesus,"Got on my knees like \Jesus please\""""",PROPN,NNP,appos,2017-09-09,31,2017,,,,
Kodak Black Featuring XXXTENTACION,Roll In Peace,Jesus,He don't even believe in Jesus,PROPN,NNP,obl,2017-09-09,31,2017,,,,
Kodak Black Featuring XXXTENTACION,Roll In Peace,Jesus,Why you got a Jesus piece,PROPN,NNP,compound,2017-09-09,31,2017,,,,
Kodak Black Featuring XXXTENTACION,Roll In Peace,London,"I'm in London, got my beat from London",PROPN,NNP,root,2017-09-09,31,2017,,city,,
Kodak Black Featuring XXXTENTACION,Roll In Peace,London,"I'm in London, got my beat from London",PROPN,NNP,obl,2017-09-09,31,2017,,city,,
Calvin Harris Featuring Future & Khalid,Rollin,Chanel,"Gotta dig what I'm sayin', Chanel draped on me, baby",PROPN,NNP,nsubj,2017-06-03,62,2017,,brand,,
Calvin Harris Featuring Future & Khalid,Rollin,Mercedes,"Gotta dig what I'm sayin', she look like she's sponsored by Mercedes",PROPN,NNPS,obl,2017-06-03,62,2017,,car,,
6ix9ine Featuring Tory Lanez & Young Thug,RONDO,Bentley,"Bitch, I said I got my money in my Bentley",PROPN,NNP,obl,2018-03-10,73,2018,,car,,
6ix9ine Featuring Tory Lanez & Young Thug,RONDO,Mac,"I got the Big-Mac, kick-back, blow your whole shit back",PROPN,NNP,compound,2018-03-10,73,2018,,food,,
6ix9ine Featuring Tory Lanez & Young Thug,RONDO,Royce,"I got Rolls Royce's, I got coupes, I paid tuition",PROPN,NNP,obj,2018-03-10,73,2018,,car,,
benny blanco & Juice WRLD Featuring Brendon Urie,Roses,Maverick,But I'm ballin' like a young Maverick,PROPN,NNP,obl,2019-01-12,85,2019,,,,
Eric Church,Round Here Buzz,Dallas,"Hell, I've never been east of Dallas",PROPN,NNP,obl,2017-10-14,56,2017,,city,,
Eric Church,Round Here Buzz,Scotty,"No, Scotty's ain't got no vibe",PROPN,NNP,nsubj:pass,2017-10-14,56,2017,,,,
YBN Nahmir,Rubbin Off The Paint,Christian,"But they do it for the twins, free Lil Corey and Lil Christian",PROPN,NNP,conj,2017-11-25,46,2017,,,,
YBN Nahmir,Rubbin Off The Paint,Corey,"But they do it for the twins, free Lil Corey and Lil Christian",PROPN,NNP,appos,2017-11-25,46,2017,,,,
YBN Nahmir,Rubbin Off The Paint,Rick,I'm cookin up in the lab like I'm Rick and Morty,PROPN,NNP,advcl,2017-11-25,46,2017,,,,
Gene Autry,Rudolph The Red-Nosed Reindeer,Eve,Then one foggy Christmas Eve,PROPN,NNP,root,2018-12-15,16,2018,remove,,,
Gene Autry,Rudolph The Red-Nosed Reindeer,Eve,Then one foggy Christmas Eve,PROPN,NNP,root,2018-12-15,16,2018,remove,,,
