"artist","count","person"
"Eminem, 50 Cent, Lloyd Banks & Cashis",1,TRUE
"Eminem, Dr. Dre & 50 Cent",1,TRUE
"En Vogue",3,TRUE
"Engelbert Humperdinck",1,TRUE
"Enrique Iglesias",2,TRUE
"Enrique Iglesias Featuring Bad Bunny",1,TRUE
"Enrique Iglesias Featuring Pitbull",1,TRUE
"Enrique Iglesias Featuring Pitbull & The WAV.s",1,TRUE
"EPMD",1,TRUE
"Erasure",1,TRUE
"Eric Carmen",3,TRUE
"Eric Church",11,TRUE
"Eric Clapton",5,TRUE
"Eric Paslay",1,TRUE
"Erick Sermon",2,TRUE
"Erick Sermon Featuring Marvin Gaye",1,TRUE
"Ernie Maresca",1,TRUE
"Erykah Badu",2,TRUE
"Erykah Badu Featuring Common",1,TRUE
"Estelle Featuring Kanye West",1,TRUE
"Eternal",1,TRUE
"Etta James",1,TRUE
"Europe",1,TRUE
"Eve",1,TRUE
"Eve Featuring Alicia Keys",1,TRUE
"Everlast",1,TRUE
"Exile",1,TRUE
"Fabian",1,TRUE
"Fabolous",2,TRUE
"Fabolous Feat. Chris Brown",1,TRUE
"Fabolous Featuring Jermaine Dupri",1,TRUE
"Fabolous Featuring Mike Shorey & Lil' Mo",1,TRUE
"Fabolous Featuring Nate Dogg",1,TRUE
"Fabolous Featuring Ne-Yo",1,TRUE
"Fabolous Featuring P. Diddy & Jagged Edge",1,TRUE
"Fabolous Featuring Tamia Or Ashanti",1,TRUE
"Fabolous Featuring The-Dream",1,TRUE
"Faces",2,TRUE
"Faith Evans",3,TRUE
"Faith Evans Featuring Missy \Misdemeanor\"" Elliott""",1,TRUE
"Faith Hill",4,TRUE
"Falco",1,TRUE
"Famous Dex",1,TRUE
"Famous Dex Featuring A$AP Rocky",1,TRUE
"Fantasia",1,TRUE
"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",1,TRUE
"Fastball",1,TRUE
"Fat Joe",1,TRUE
"Fat Joe & Remy Ma Featuring French Montana",1,TRUE
"Fat Joe Featuring Chris Brown",1,TRUE
"Fat Joe Featuring J. Holiday",1,TRUE
"Fat Joe Featuring Lil Wayne",1,TRUE
"Fat Joe Featuring R. Kelly",1,TRUE
"Fat Joe Featuring Tony Sunshine & Armageddon",1,TRUE
"Fats Domino",11,TRUE
"Fergie",2,TRUE
"Fergie Featuring Ludacris",1,TRUE
"Ferras",1,TRUE
"Fetty Wap",4,TRUE
"Fetty Wap Featuring Monty",2,TRUE
"Fetty Wap Featuring Remy Boyz",1,TRUE
"Fifth Harmony",2,TRUE
"Fifth Harmony Featuring Fetty Wap",1,TRUE
"Fifth Harmony Featuring Gucci Mane",1,TRUE
"Fifth Harmony Featuring Kid Ink",1,TRUE
"Fifth Harmony Featuring Ty Dolla $ign",1,TRUE
"Fine Young Cannibals",2,TRUE
"Fiona Apple",1,TRUE
"Firehouse",1,TRUE
"Five",1,TRUE
"Five For Fighting",1,TRUE
"Five Man Electrical Band",1,TRUE
"Five Star",1,TRUE
"Fleetwood Mac",6,TRUE
"Flex",1,TRUE
"Flo Rida",7,TRUE
"Flo Rida Featuring Akon",1,TRUE
"Flo Rida Featuring Sage The Gemini & Lookas",1,TRUE
"Flo Rida Featuring Sean Kingston",1,TRUE
"Flo Rida Featuring will.i.am",1,TRUE
"Flobots",1,TRUE
"Florida Georgia Line",5,TRUE
"Florida Georgia Line Featuring Backstreet Boys",1,TRUE
"Florida Georgia Line Featuring Luke Bryan",1,TRUE
"Florida Georgia Line Featuring Tim McGraw",1,TRUE
"Floyd Cramer",1,TRUE
"Flume Featuring Kai",1,TRUE
"Foghat",1,TRUE
"Force M.D. s",2,TRUE
"Force M.D.'s",1,TRUE
"Foreigner",2,TRUE
"Fort Minor Featuring Styles Of Beyond",1,TRUE
"Foster The People",1,TRUE
"Fountains Of Wayne",1,TRUE
"Four Tops",6,TRUE
"Foxy Brown Featuring Jay-Z",1,TRUE
"Frank Ocean",4,TRUE
"Frankie Avalon",2,TRUE
"Frankie Ballard",2,TRUE
"Frankie Goes To Hollywood",1,TRUE
"Frankie J",1,TRUE
"Frankie J.",1,TRUE
"Frankie Smith",1,TRUE
"Frankie Valli",1,TRUE
"Fred Wesley & The J.B's",1,TRUE
"Freddy Cannon",3,TRUE
"French Montana",1,TRUE
"French Montana Featuring Drake",2,TRUE
"French Montana Featuring Nicki Minaj",1,TRUE
"French Montana Featuring Rick Ross, Drake, Lil Wayne",1,TRUE
"French Montana Featuring The Weeknd & Max B",1,TRUE
"Future",16,TRUE
"Future & Juice WRLD",1,TRUE
"Future & Juice WRLD Featuring Young Scooter",1,TRUE
"Future & Young Thug",3,TRUE
"Future Featuring Drake",1,TRUE
"Future Featuring Kanye West",1,TRUE
"Future Featuring Lil Wayne",1,TRUE
"Future Featuring Nicki Minaj",1,TRUE
"Future Featuring Pharrell, Pusha T & Casino",1,TRUE
"Future Featuring T.I.",1,TRUE
"Future Featuring The Weeknd",2,TRUE
"Future Featuring Travis Scott",1,TRUE
"Future Featuring YG",1,TRUE
"G-Eazy",1,TRUE
"G-Eazy Featuring A$AP Rocky & Cardi B",1,TRUE
"G-Eazy Featuring Yo Gotti & YBN Nahmir",1,TRUE
"Gallery",1,TRUE
"Game",1,TRUE
"Game Featuring Chris Brown, Tyga, Wiz Khalifa & Lil Wayne",1,TRUE
"Game Featuring Lil Wayne",1,TRUE
"Gang Starr",1,TRUE
"Garbage",1,TRUE
"Garnet Mimms",1,TRUE
"Garnet Mimms & The Enchanters",1,TRUE
"Garth Brooks",3,TRUE
"Gary Allan",1,TRUE
"Gavin DeGraw",1,TRUE
"Gene Autry",1,TRUE
"Gene Chandler",3,TRUE
"Genesis",2,TRUE
"Genius/GZA",1,TRUE
"George Benson",1,TRUE
"George Duke",1,TRUE
"George Ezra",1,TRUE
"George Harrison",1,TRUE
"George Jones",1,TRUE
"George McCrae",1,TRUE
"George Michael",8,TRUE
"George Michael/Elton John",1,TRUE
"George Strait",9,TRUE
"Georgie Fame",1,TRUE
"Gerald Levert",1,TRUE
"Ghostface Killah",1,TRUE
"Ghostface Killah Featuring Ne-Yo",1,TRUE
"Gilbert O'Sullivan",2,TRUE
"Gina G",1,TRUE
"Ginuwine",5,TRUE
"Ginuwine Featuring Baby",1,TRUE
"Gladys Knight And The Pips",5,TRUE
"Glee Cast",21,TRUE
"Glee Cast Featuring Chris Colfer & Amber Riley",1,TRUE
"Glee Cast Featuring Gwyneth Paltrow",1,TRUE
"Glee Cast Featuring Jonathan Groff",1,TRUE
"Glee Cast Featuring Kristin Chenoweth",1,TRUE
"Glee Cast Featuring Lea Michele, Jonathan Groff, Cory Monteith, Chris Colfer & Amber Riley",1,TRUE
"Glee Cast Featuring Mark Salling",1,TRUE
"Glee Cast Featuring Matthew Morrison",1,TRUE
"Glen Campbell",6,TRUE
"Glenn Jones",1,TRUE
"Gloria Estefan",3,TRUE
"Gloria Gaynor",1,TRUE
"Gnarls Barkley",1,TRUE
"Go West",1,TRUE
"Golden Earring",2,TRUE
"GoldLink Featuring Brent Faiyaz & Shy Glizzy",1,TRUE
"Goo Goo Dolls",2,TRUE
"Goodie Mob Featuring Outkast",1,TRUE
"Goodie Mob.",3,TRUE
"Gordon Lightfoot",2,TRUE
"Gorillaz",1,TRUE
"Grace Featuring G-Eazy",1,TRUE
"Grand Funk",1,TRUE
"Grand Funk Railroad",2,TRUE
"Grateful Dead",4,TRUE
"Gravediggaz",1,TRUE
"Great White",2,TRUE
"Green Jelly",1,TRUE
"Gretchen Wilson",1,TRUE
"Groove Theory",1,TRUE
"Grouplove",1,TRUE
"Gucci Mane",1,TRUE
"Gucci Mane & Nicki Minaj",1,TRUE
"Gucci Mane Featuring Drake",1,TRUE
"Gucci Mane Featuring Migos",1,TRUE
"Gucci Mane Featuring Offset",1,TRUE
"Gucci Mane Featuring Plies",1,TRUE
"Gucci Mane Featuring Plies Or OJ Da Juiceman",1,TRUE
"Gucci Mane Featuring Slim Jxmmi & Young Dolph",1,TRUE
"Gucci Mane Featuring The Weeknd",1,TRUE
"Gucci Mane Featuring Usher",1,TRUE
"Gucci Mane X Bruno Mars X Kodak Black",1,TRUE
"Gunna",1,TRUE
"Gunna Featuring Young Thug",1,TRUE
"Guns N' Roses",2,TRUE
"Gwen Stefani",3,TRUE
"Gym Class Heroes",1,TRUE
"H-Town",1,TRUE
"H.E.R.",1,TRUE
"Haddaway",1,TRUE
"Halsey",3,TRUE
"Halsey Featuring Big Sean & Stefflon Don",1,TRUE
"Hank Snow",1,TRUE
"Harry Chapin",3,TRUE
"Head East",1,TRUE
"Heart",4,TRUE
"Heather Headley",1,TRUE
"Heavy D",1,TRUE
"Heidi Newfield",1,TRUE
"Helen Reddy",3,TRUE
"Henry Gross",1,TRUE
"Herb Alpert & The Tijuana Brass",1,TRUE
"Herman's Hermits",3,TRUE
"Hi-Five",1,TRUE
"Hilary Duff",2,TRUE
"Hillsong UNITED",1,TRUE
"him",1,TRUE
"Hoodie Allen Featuring Ed Sheeran",1,TRUE
"Hooters",3,TRUE
"Hot Boys",1,TRUE
"Hot Chelle Rae Featuring New Boyz",1,TRUE
"Hot Chocolate",2,TRUE
"House Of Pain",3,TRUE
"Howard Hewett",1,TRUE
"Humble Pie",2,TRUE
"Huncho Jack",4,TRUE
"Huncho Jack Featuring Offset",1,TRUE
"Hunter Hayes",2,TRUE
"Hunter Hayes Featuring Jason Mraz",1,TRUE
"Hurricane Smith",1,TRUE
"Hustle Gang Featuring T.I., B.o.B, Kendrick Lamar & Kris Stephens",1,TRUE
"Ian Hunter",1,TRUE
"Ice Cube",5,TRUE
"Ice Cube Featuring Das EFX",1,TRUE
"Ice Cube Featuring George Clinton",1,TRUE
"Ice Cube Featuring Mack 10",1,TRUE
"Ice Cube Featuring Mack 10 & Ms. Toi",1,TRUE
"Ice Cube Featuring Mr. Short Khop",1,TRUE
"Icehouse",1,TRUE
"Ideal Featuring Lil' Mo",1,TRUE
"Idina Menzel",1,TRUE
"Iggy Azalea",2,TRUE
"Iggy Azalea Featuring M0",1,TRUE
"Iggy Azalea Featuring Rita Ora",1,TRUE
"Iggy Azalea Feauring Tyga",1,TRUE
"Illegal",1,TRUE
"iLoveMemphis",1,TRUE
"Imani Coppola",1,TRUE
"Incubus",2,TRUE
"India.Arie",2,TRUE
"Ini Kamoze",1,TRUE
"Inner Circle",1,TRUE
"INXS",1,TRUE
"Irene Cara",2,TRUE
"Isaac Hayes",1,TRUE
"Isaac Hayes & David Porter",1,TRUE
"Iyaz",1,TRUE
"J Balvin & Willy William Featuring Beyonce",1,TRUE
"J. Cole",18,TRUE
"J. Cole Featuring Amber Coffman & The Cults",1,TRUE
"J. Cole Featuring kiLL edward",1,TRUE
"J. Cole Featuring Miguel",1,TRUE
"J. Cole Featuring Missy Elliott",1,TRUE
"J. Cole Featuring TLC",1,TRUE
"J. Cole Featuring Trey Songz",1,TRUE
"J. Holiday",1,TRUE
"J.J. Fad",1,TRUE
"J.J. Jackson",1,TRUE
"Ja Rule",1,TRUE
"Ja Rule Featuring Ashanti",2,TRUE
"Ja Rule Featuring Case",1,TRUE
"Ja Rule Featuring Christina Milian",1,TRUE
"Ja Rule Featuring Lil' Mo & Vita",1,TRUE
"Ja Rule Featuring Lil' Mo And Vita",1,TRUE
"Ja Rule Featuring R. Kelly & Ashanti",1,TRUE
"Jack Ingram",1,TRUE
"Jack Scott",1,TRUE
"Jack White & Alicia Keys",1,TRUE
"Jackie Moore",1,TRUE
"Jackie Wilson",1,TRUE
"Jackson 5",3,TRUE
"Jackson Browne",4,TRUE
"Jacquees",1,TRUE
"Jadakiss Featuring Nate Dogg",1,TRUE
"Jade",2,TRUE
"Jagged Edge",5,TRUE
"Jagged Edge Featuring Da Brat & JD",1,TRUE
"Jake Owen",4,TRUE
"Jake Paul Featuring Team 10",1,TRUE
"James Blunt",1,TRUE
"James Brown",9,TRUE
"James Brown And The Famous Flames",4,TRUE
"James Darren",1,TRUE
"James Otto",1,TRUE
"James Taylor",6,TRUE
"Jamey Johnson",1,TRUE
"Jamie Foxx Featuring Chris Brown",1,TRUE
"Jamie Foxx Featuring Drake, Kanye West & The-Dream",1,TRUE
"Jamie Foxx Featuring Justin Timberlake & T .I.",1,TRUE
"Jamie Foxx Featuring Ludacris",1,TRUE
"Jamie Foxx Featuring T-Pain",1,TRUE
"Jamie Foxx Featuring Twista",1,TRUE
"Jamie O'Neal",1,TRUE
"Jamiroquai",1,TRUE
"Jane Wiedlin",1,TRUE
"Janelle Monae",1,TRUE
"Janelle Monae & Jidenna",1,TRUE
"Janet",1,TRUE
"Janet Jackson",5,TRUE
"Janis Ian",1,TRUE
"Janis Joplin",1,TRUE
"Jason Aldean",11,TRUE
"Jason Derulo",9,TRUE
"Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign",1,TRUE
"Jason Michael Carroll",2,TRUE
"Jason Mraz",1,TRUE
"Jay Sean Featuring Lil Wayne",2,TRUE
"Jay Sean Featuring Nicki Minaj",1,TRUE
"Jay Sean Featuring Pitbull",1,TRUE
"Jay Sean Featuring Sean Paul & Lil Jon",1,TRUE
"Jay Z Featuring Frank Ocean",1,TRUE
"Jay-Z",16,TRUE
"JAY-Z",3,TRUE
"Jay-Z Featuring Beanie Sigel",1,TRUE
"JAY-Z Featuring Beyonce",1,TRUE
"Jay-Z Featuring Big Jaz",1,TRUE
"Jay-Z Featuring Chrisette Michele",1,TRUE
"JAY-Z Featuring Damian \Jr. Gong\ Marely",1,TRUE
"JAY-Z Featuring Frank Ocean",1,TRUE
"JAY-Z Featuring Gloria Carter",1,TRUE
"Jay-Z Featuring Memphis Bleek",1,TRUE
"Jay-Z Featuring R. Kelly",1,TRUE
"Jay-Z, Bono, The Edge & Rihanna",1,TRUE
"Jay-Z, Rihanna & Kanye West",1,TRUE
"Jazmine Sullivan",1,TRUE
"Jeannie C. Riley",1,TRUE
"Jeezy Featuring Jay Z",1,TRUE
"Jefferson Airplane",1,TRUE
"Jefferson Starship",5,TRUE
"Jeffrey Osborne",1,TRUE
"Jellyfish",1,TRUE
"Jennifer Hudson",1,TRUE
"Jennifer Hudson Featuring The Roots",1,TRUE
"Jennifer Lopez",7,TRUE
"Jennifer Lopez Featuring Big Pun",1,TRUE
"Jennifer Lopez Featuring Fat Joe",1,TRUE
"Jennifer Lopez Featuring French Montana",1,TRUE
"Jennifer Lopez Featuring Iggy Azalea Or Pitbull",1,TRUE
"Jennifer Lopez Featuring Ja Rule",2,TRUE
"Jennifer Lopez Featuring Jadakiss & Styles",1,TRUE
"Jennifer Lopez Featuring Pitbull",2,TRUE
"Jeremih",1,TRUE
"Jeremih Featuring 50 Cent",1,TRUE
"Jeremih Featuring J. Cole",1,TRUE
"Jermaine Dupri & Ludacris",1,TRUE
"Jermaine Jackson",2,TRUE
"Jermaine Stewart",1,TRUE
"Jerrod Niemann",1,TRUE
"Jerry Butler",3,TRUE
"Jerry Lee Lewis",3,TRUE
"Jerry Reed",3,TRUE
"Jeru The Damaja",1,TRUE
"Jesse Jaymes",1,TRUE
"Jesse Johnson",1,TRUE
"Jesse McCartney",3,TRUE
"Jesse Powell",1,TRUE
"Jesse Winchester",1,TRUE
"Jessi Colter",1,TRUE
"Jessica Andrews",1,TRUE
"Jessica Simpson",2,TRUE
"Jessica Simpson Featuring Nick Lachey",1,TRUE
"Jessie J",1,TRUE
"Jessie J Featuring 2 Chainz",1,TRUE
"Jessie J, Ariana Grande & Nicki Minaj",1,TRUE
"Jesus Jones",1,TRUE
"Jethro Tull",3,TRUE
"Jewel",2,TRUE
"Jill Sobule",1,TRUE
"Jim Croce",3,TRUE
"Jim Jones & Ron Browz Featuring Juelz Santana",1,TRUE
"Jim Reeves",2,TRUE
"Jim Stafford",3,TRUE
"Jimi Hendrix",1,TRUE
"Jimmy Barnes",1,TRUE
"Jimmy Buffett",1,TRUE
"Jimmy Cliff",2,TRUE
"Jimmy Dean",3,TRUE
"Jimmy Fallon Featuring will.i.am",1,TRUE
"Jimmy Reed",2,TRUE
"Jimmy Ruffin",1,TRUE
"Jimmy Wayne",1,TRUE
"Jo Dee Messina",1,TRUE
"Joan Baez",2,TRUE
"Joan Jett And The Blackhearts",2,TRUE
"Joan Osborne",1,TRUE
"Jocelyn Enriquez",1,TRUE
"Jodeci",1,TRUE
"Jody Miller",1,TRUE
"Jody Watley",1,TRUE
"Joe",5,TRUE
"Joe Budden",1,TRUE
"Joe Budden Featuring Lil Wayne & Tank",1,TRUE
"Joe Diffie",2,TRUE
"Joe Dolce",1,TRUE
"Joe Jackson",2,TRUE
"Joe Nichols",1,TRUE
"Joe South",1,TRUE
"Joe Tex",2,TRUE
"Joe Walsh",1,TRUE
"Joey McIntyre",1,TRUE
"John Anderson",1,TRUE
"John Denver",4,TRUE
"John Fogerty",1,TRUE
"John Legend",1,TRUE
"John Legend Featuring Andre 3000",1,TRUE
"John Mayer",2,TRUE
"John Mellencamp",8,TRUE
"John Michael Montgomery",4,TRUE
"John Waite",4,TRUE
"Johnnie Taylor",2,TRUE
"Johnny Bristol",1,TRUE
"Johnny Cash",7,TRUE
"Johnny Gill",4,TRUE
"Johnny Horton",4,TRUE
"Johnny Mathis",3,TRUE
"Johnny Nash",2,TRUE
"Johnny O",1,TRUE
"Johnny Rivers",2,TRUE
"Johnny Tillotson",1,TRUE
"Johnny Williams",1,TRUE
"Johnny Winter",1,TRUE
"JoJo Featuring Bow Wow",1,TRUE
"Jon B.",1,TRUE
"Jon B. Featuring Babyface",1,TRUE
"Jon Pardi",2,TRUE
"Jon Secada",1,TRUE
"Jonas Brothers",4,TRUE
"Joni Mitchell",4,TRUE
"Jonn Hart Featuring iamSU",1,TRUE
"Jordan Hill",1,TRUE
"Jordan Smith",3,TRUE
"Josh Gracin",3,TRUE
"Josh Groban",1,TRUE
"Josh Turner",3,TRUE
"Joshua Kadison",3,TRUE
"Journey",2,TRUE
"Joyner Lucas & Chris Brown",1,TRUE
"JT Money Featuring Sole",1,TRUE
"Judy Collins",1,TRUE
"Juelz Santana",1,TRUE
"Juice Newton",2,TRUE
"Juice WRLD",2,TRUE
"Juicy J Featuring Big Sean And Young Jeezy",1,TRUE
"Juicy J Featuring Lil Wayne & 2 Chainz",1,TRUE
"Juicy J Featuring Wale & Trey Songz",1,TRUE
"Julian Lennon",1,TRUE
"Julianne Hough",1,TRUE
"Julie Roberts",1,TRUE
"Juliet Simms",1,TRUE
"Junior M.A.F.I.A.",1,TRUE
"Junior M.A.F.I.A. Featuring The Notorious B.I.G.",1,TRUE
"Justin Bieber",10,TRUE
"Justin Bieber Featuring Big Sean",1,TRUE
"Justin Bieber Featuring Busta Rhymes",1,TRUE
"Justin Bieber Featuring Drake",1,TRUE
"Justin Bieber Featuring Jaden Smith",1,TRUE
"Justin Bieber Featuring Ludacris",1,TRUE
"Justin Bieber Featuring Nicki Minaj",1,TRUE
"Justin Moore",5,TRUE
"Justin Timberlake",6,TRUE
"Justin Timberlake & Matt Morris Featuring Charlie Sexton",1,TRUE
"Justin Timberlake Featuring Jay Z",1,TRUE
"Justin Timberlake Featuring T.I.",1,TRUE
"Juvenile",1,TRUE
"Juvenile Featuring Mannie Fresh",2,TRUE
"Juvenile Featuring Soulja Slim",1,TRUE
"K'Naan Featuring Nelly Furtado",1,TRUE
"Kacey Musgraves",1,TRUE
"Kane Brown",2,TRUE
"Kanye West",20,TRUE
"Kanye West Featuring Adam Levine",1,TRUE
"Kanye West Featuring Cam'ron & Consequence",1,TRUE
"Kanye West Featuring DJ Khaled",1,TRUE
"Kanye West Featuring Dwele",1,TRUE
"Kanye West Featuring Jamie Foxx",1,TRUE
"Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj",1,TRUE
"Kanye West Featuring Lupe Fiasco",1,TRUE
"Kanye West Featuring PARTYNEXTDOOR",2,TRUE
"Kanye West Featuring Paul McCartney",1,TRUE
"Kanye West Featuring Pusha T",1,TRUE
"Kanye West Featuring Syleena Johnson",1,TRUE
"Kanye West Featuring T.I.",1,TRUE
"Kanye West Featuring Teyana Taylor, Nicki Minaj & Bon Iver",1,TRUE
"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",1,TRUE
"Kardinal Offishall Featuring Akon",1,TRUE
"Karyn White",3,TRUE
"Kate Voegele",2,TRUE
"Katy Perry",5,TRUE
"Katy Perry Featuring Juicy J",1,TRUE
"Katy Perry Featuring Migos",1,TRUE
"Katy Perry Featuring Nicki Minaj",1,TRUE
"KC And The Sunshine Band",1,TRUE
"Ke$ha",2,TRUE
"Ke$ha Featuring 3OH!3",1,TRUE
"Keedy",1,TRUE
"Kehlani",1,TRUE
"Keith Anderson",1,TRUE
"Keith Murray",2,TRUE
"Keith Murray Featuring Def Squad",1,TRUE
"Keith Sweat",2,TRUE
"Keith Urban",9,TRUE
"Keith Urban Featuring Eric Church",1,TRUE
"Keith Washington",1,TRUE
"Kellie Pickler",3,TRUE
"Kelly Clarkson",7,TRUE
"Kelly Clarkson Featuring Vince Gill",1,TRUE
"Kelly Price",1,TRUE
"Kelly Rowland",2,TRUE
"Kelly Rowland Featuring Eve",1,TRUE
"Kelly Rowland Featuring Lil Wayne",2,TRUE
"Kelsea Ballerini",3,TRUE
"Kendrick Lamar",16,TRUE
"Kendrick Lamar & Travis Scott",1,TRUE
"Kendrick Lamar Featuring Bilal, Anna Wise & Snoop Dogg",1,TRUE
"Kendrick Lamar Featuring Bilal. Anna Wise & Thundercat",1,TRUE
"Kendrick Lamar Featuring George Clinton & Thundercat",1,TRUE
"Kendrick Lamar Featuring Rihanna",1,TRUE
"Kendrick Lamar Featuring U2",1,TRUE
"Kendrick Lamar Featuring Zacari",1,TRUE
"Kenny Chesney",14,TRUE
"Kenny Chesney Featuring Grace Potter",1,TRUE
"Kenny Loggins",2,TRUE
"Kenny Rogers",5,TRUE
"Kenny Rogers & The First Edition",3,TRUE
"Kent Jones",1,TRUE
"Keri Hilson",1,TRUE
"Keri Hilson Featuring Kanye West & Ne-Yo",1,TRUE
"Keri Hilson Featuring Lil Wayne",1,TRUE
"Kevin Denney",1,TRUE
"Kevin Gates",3,TRUE
"Kevin Gates Featuring August Alsina",1,TRUE
"Kevin Gates Featuring Trey Songz, Ty Dolla $ign &  Jamie Foxx",1,TRUE
"Kevin Lyttle Featuring Spragga Benz",1,TRUE
"Kevin Rudolf Featuring Lil Wayne",1,TRUE
"Keyshia Cole",1,TRUE
"Keyshia Cole Featuring Lil Wayne",1,TRUE
"Keyshia Cole Featuring Missy Elliott & Lil Kim",1,TRUE
"Khalid & Normani",1,TRUE
"Khalid, Ty Dolla $ign & 6LACK",1,TRUE
"Kid Cudi",1,TRUE
"Kid Cudi Featuring Kanye West",1,TRUE
"Kid Cudi Featuring Kanye West & Common",1,TRUE
"Kid Cudi Featuring MGMT & Ratatat",1,TRUE
"Kid Frost",1,TRUE
"Kid Ink Featuring Chris Brown",2,TRUE
"Kid Ink Featuring DeJ Loaf",1,TRUE
"Kid Ink Featuring Fetty Wap",1,TRUE
"Kid Ink Featuring Meek Mill & Wale",1,TRUE
"Kid Ink, Tyga, Wale, YG & Rich Homie Quan",1,TRUE
"Kid Rock",2,TRUE
"Kiesza",1,TRUE
"Killer Mike Featuring Big Boi",1,TRUE
"Kim Carnes",2,TRUE
"Kim Wilde",1,TRUE
"King Curtis & The Kingpins",1,TRUE
"Kip Moore",1,TRUE
"Kirk Franklin",1,TRUE
"Kirko Bangz",1,TRUE
"Kiss",10,TRUE
"Klymaxx",2,TRUE
"Kodak Black",6,TRUE
"Kodak Black Featuring Future",1,TRUE
"Kodak Black Featuring Juice WRLD",1,TRUE
"Kodak Black Featuring Lil Pump",1,TRUE
"Kodak Black Featuring Lil Wayne",1,TRUE
"Kodak Black Featuring Travis Scott & Offset",1,TRUE
"Kodak Black Featuring XXXTENTACION",1,TRUE
"Kool Moe Dee",2,TRUE
"Kraftwerk",1,TRUE
"Kreayshawn",1,TRUE
"Kris Kristofferson",3,TRUE
"Kris Kross",1,TRUE
"Kris Kross Featuring Supercat",1,TRUE
"Kristen Bell, Agatha Lee Monn & Katie Lopez",1,TRUE
"KRS-One",2,TRUE
"Kumbia Kings Featuring A.B. Quintanilla",1,TRUE
"Kurtis Blow",2,TRUE
"Kygo Featuring Miguel",1,TRUE
"KYLE Featuring Lil Yachty",1,TRUE
"L.T.D.",2,TRUE
"Lady Antebellum",2,TRUE
"Lady Gaga",11,TRUE
"Lana Del Rey",3,TRUE
"Lara Fabian",1,TRUE
"Las Ketchup",1,TRUE
"Laura Branigan",4,TRUE
"Lauren Daigle",1,TRUE
"Lauryn Hill",2,TRUE
"LeAnn Rimes",4,TRUE
"Led Zeppelin",3,TRUE
"Lee Ann Womack",3,TRUE
"Lee Brice",3,TRUE
"Lee DeWyze",1,TRUE
"Lee Dorsey",2,TRUE
"Lee Michaels",1,TRUE
"Leif Garrett",1,TRUE
"Len",1,TRUE
"Lenny Kravitz",1,TRUE
"Lenny Kravitz Featuring Jay-Z",1,TRUE
"Leo Sayer",1,TRUE
"Leonard Cohen",1,TRUE
"Lesley Gore",2,TRUE
"LeToya Featuring Ludacris",1,TRUE
"Letters To Cleo",1,TRUE
"Level 42",1,TRUE
"LFO",2,TRUE
"Liam Payne",1,TRUE
"Lighthouse",1,TRUE
"Lightning Seeds",1,TRUE
"Lil  Kim",1,TRUE
"Lil  Troy Featuring Yungsta, Fat Pat, Lil  Will, Hawk, Big T",1,TRUE
"Lil  Wayne Featuring Juvenile",1,TRUE
"Lil  Zane Featuring 112",1,TRUE
"Lil Baby",6,TRUE
"Lil Baby & Drake",1,TRUE
"Lil Baby & Gunna",3,TRUE
"Lil Baby & Gunna Featuring Drake",1,TRUE
"Lil Baby & Gunna Featuring Lil Durk & NAV",1,TRUE
"Lil Baby Featuring Gunna & Lil Uzi Vert",1,TRUE
"Lil Baby Featuring Meek Mill",1,TRUE
"Lil Bow Wow",2,TRUE
"Lil Dicky Featuring Chris Brown",1,TRUE
"Lil Dicky Featuring Fetty Wap & Rich Homie Quan",1,TRUE
"Lil Jon Featuring E-40 & Sean Paul Of The YoungBloodZ",1,TRUE
"Lil Jon Featuring Tyga",1,TRUE
"Lil Mama",1,TRUE
"Lil Mosey",1,TRUE
"Lil Pump",1,TRUE
"Lil Pump Featuring Lil Wayne",1,TRUE
"Lil Rob",1,TRUE
"Lil Skies",2,TRUE
"Lil Skies Featuring Landon Cube",1,TRUE
"Lil Uzi Vert",8,TRUE
"Lil Uzi Vert Featuring Nicki Minaj",1,TRUE
"Lil Uzi Vert Featuring Pharrell Williams",1,TRUE
"Lil Uzi Vert Featuring The Weeknd",1,TRUE
"Lil Wayne",21,TRUE
"Lil Wayne Featuring Ashanti & Mack Maine",1,TRUE
"Lil Wayne Featuring Bobby Valentino",1,TRUE
"Lil Wayne Featuring Bruno Mars",1,TRUE
"Lil Wayne Featuring Cory Gunz",1,TRUE
"Lil Wayne Featuring Detail",1,TRUE
"Lil Wayne Featuring Drake",4,TRUE
"Lil Wayne Featuring Drake & Future",1,TRUE
"Lil Wayne Featuring Drake & Jadakiss",1,TRUE
"Lil Wayne Featuring John Legend",1,TRUE
"Lil Wayne Featuring Kendrick Lamar",1,TRUE
"Lil Wayne Featuring Nicki Minaj",2,TRUE
"Lil Wayne Featuring Nivea",1,TRUE
"Lil Wayne Featuring Reginae Carter",1,TRUE
"Lil Wayne Featuring Rick Ross",1,TRUE
"Lil Wayne Featuring Static Major",1,TRUE
"Lil Wayne Featuring T-Pain",2,TRUE
"Lil Wayne Featuring Travis Scott",1,TRUE
"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",1,TRUE
